State,Government Function,Full-Time Employment,Full-Time Payroll (whole dollars),Part-Time Employment,Part-Time Payroll (whole dollars),Full-Time Equivalent Employment,Total Full-Time and Part-Time Employment,Total Payroll (whole dollars)
RI,Police Protection - Other,62,"628,784",4,"16,319",64,66,"645,103"
RI,Fire Protection Total,0,0,0,0,0,0,0
RI,Fire Protection - Firefighters,0,0,0,0,0,0,0
RI,Fire Protection - Other,0,0,0,0,0,0,0
RI,Corrections,"1,435","12,031,330",7,"33,586","1,436","1,442","12,064,916"
RI,Highways,745,"5,396,902",22,"49,882",755,767,"5,446,784"
RI,Air Transportation,160,"1,298,998",0,0,160,160,"1,298,998"
RI,Sea and Inland Port Facilities,0,0,0,0,0,0,0
RI,Public Welfare,"1,456","10,297,859",2,"15,378","1,457","1,458","10,313,237"
RI,Health,"1,082","7,945,070",14,"35,364","1,086","1,096","7,980,434"
RI,Hospitals,486,"3,547,992",21,"101,029",506,507,"3,649,021"
RI,Social Insurance Administration,411,"2,502,338",11,"27,110",419,422,"2,529,448"
RI,Solid Waste Management,145,"990,044",4,"3,244",146,149,"993,288"
RI,Sewerage,266,"1,632,534",0,0,266,266,"1,632,534"
RI,Parks and Recreation,77,"422,324",1,"4,553",78,78,"426,877"
RI,Housing and Community Development,232,"1,473,530",0,0,232,232,"1,473,530"
RI,Natural Resources,374,"2,600,475",0,0,374,374,"2,600,475"
RI,Water Supply,0,0,0,0,0,0,0
RI,Electric Power,0,0,0,0,0,0,0
RI,Gas Supply,0,0,0,0,0,0,0
RI,Transit,822,"5,469,814",1,946,823,823,"5,470,760"
RI,Education Total,"7,798","51,528,999","5,929","8,291,550","9,038","13,727","59,820,549"
RI,Education - Elementary and Secondary Total,"2,979","19,714,716",418,"799,475","3,142","3,397","20,514,191"
RI,Education - Elementary and Secondary Instructional,"2,582","18,036,139",248,"593,092","2,639","2,830","18,629,231"
RI,Education - Elementary and Secondary Other,397,"1,678,577",170,"206,383",503,567,"1,884,960"
RI,Education - Higher Education Total,"4,333","28,174,759","5,507","7,466,746","5,408","9,840","35,641,505"
RI,Education - Higher Education Instructional,"1,588","11,577,567","2,044","4,701,350","2,004","3,632","16,278,917"
RI,Education - Higher Education Other,"2,745","16,597,192","3,463","2,765,396","3,404","6,208","19,362,588"
RI,Education - Other,486,"3,639,524",4,"25,329",488,490,"3,664,853"
RI,Libraries,12,"82,374",0,0,12,12,"82,374"
RI,State liquor stores,0,0,0,0,0,0,0
RI,All other and unallocable,489,"3,575,192",16,"19,590",497,505,"3,594,782"
SC,Total - All Government Employment Functions,"74,716","409,880,949","21,491","30,241,875","82,996","96,207","440,122,824"
SC,Financial Administration,"3,035","15,258,882",84,"209,838","3,094","3,119","15,468,720"
SC,Other Government Administration,428,"2,567,884",382,"325,480",546,810,"2,893,364"
SC,Judicial and Legal,957,"6,519,318",11,"38,032",963,968,"6,557,350"
SC,Police Protection Total,"2,090","11,096,359",41,"91,327","2,116","2,131","11,187,686"
SC,Police Protection - Persons with Power of Arrest,"1,414","8,123,310",9,"22,026","1,420","1,423","8,145,336"
SC,Police Protection - Other,676,"2,973,049",32,"69,301",696,708,"3,042,350"
SC,Fire Protection Total,0,0,0,0,0,0,0
SC,Fire Protection - Firefighters,0,0,0,0,0,0,0
SC,Fire Protection - Other,0,0,0,0,0,0,0
SC,Corrections,"6,279","32,507,006",74,"234,641","6,318","6,353","32,741,647"
SC,Highways,"3,602","17,070,696",2,"5,171","3,603","3,604","17,075,867"
SC,Air Transportation,9,"57,976",0,0,9,9,"57,976"
SC,Sea and Inland Port Facilities,955,"8,168,786",4,"4,818",956,959,"8,173,604"
SC,Public Welfare,"6,018","23,376,827",23,"62,306","6,033","6,041","23,439,133"
SC,Health,"4,900","23,092,182",453,"1,666,273","5,188","5,353","24,758,455"
SC,Hospitals,"6,792","32,421,347",583,"2,303,689","7,210","7,375","34,725,036"
SC,Social Insurance Administration,864,"3,502,135",24,"48,153",880,888,"3,550,288"
SC,Solid Waste Management,0,0,0,0,0,0,0
SC,Sewerage,0,0,0,0,0,0,0
SC,Parks and Recreation,811,"2,322,910",66,"73,769",843,877,"2,396,679"
SC,Housing and Community Development,142,"755,068",1,941,142,143,"756,009"
SC,Natural Resources,"2,012","8,515,107",213,"184,252","2,134","2,225","8,699,359"
SC,Water Supply,17,"125,040",0,0,17,17,"125,040"
SC,Electric Power,"1,546","13,147,852",5,"17,729","1,550","1,551","13,165,581"
SC,Gas Supply,0,0,0,0,0,0,0
SC,Transit,0,0,0,0,0,0,0
SC,Education Total,"32,452","200,573,126","19,459","24,829,622","39,554","51,911","225,402,748"
SC,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
SC,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
SC,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
SC,Education - Higher Education Total,"29,574","186,306,518","19,164","24,326,591","36,538","48,738","210,633,109"
SC,Education - Higher Education Instructional,"10,042","83,710,080","7,441","11,845,157","12,493","17,483","95,555,237"
SC,Education - Higher Education Other,"19,532","102,596,438","11,723","12,481,434","24,045","31,255","115,077,872"
SC,Education - Other,"2,878","14,266,608",295,"503,031","3,016","3,173","14,769,639"
SC,Libraries,42,"190,229",0,0,42,42,"190,229"
SC,State liquor stores,0,0,0,0,0,0,0
SC,All other and unallocable,"1,765","8,612,219",66,"145,834","1,798","1,831","8,758,053"
SD,Total - All Government Employment Functions,"12,329","71,331,619","6,259","6,431,563","14,098","18,588","77,763,182"
SD,Financial Administration,412,"2,843,080",11,"53,533",419,423,"2,896,613"
SD,Other Government Administration,348,"2,097,990",57,"37,276",373,405,"2,135,266"
SD,Judicial and Legal,743,"4,831,335",92,"172,903",790,835,"5,004,238"
SD,Police Protection Total,354,"2,066,093",18,"33,711",361,372,"2,099,804"
SD,Police Protection - Persons with Power of Arrest,223,"1,450,254",3,926,223,226,"1,451,180"
SD,Police Protection - Other,131,"615,839",15,"32,785",138,146,"648,624"
SD,Fire Protection Total,0,0,0,0,0,0,0
SD,Fire Protection - Firefighters,0,0,0,0,0,0,0
SD,Fire Protection - Other,0,0,0,0,0,0,0
SD,Corrections,626,"4,115,649",25,"52,198",638,651,"4,167,847"
SD,Highways,990,"5,690,827",89,"177,974","1,030","1,079","5,868,801"
SD,Air Transportation,0,0,0,0,0,0,0
SD,Sea and Inland Port Facilities,0,0,0,0,0,0,0
SD,Public Welfare,"1,424","7,473,031",180,"503,621","1,532","1,604","7,976,652"
SD,Health,479,"2,974,256",126,"556,784",574,605,"3,531,040"
SD,Hospitals,495,"2,444,648",32,"86,164",511,527,"2,530,812"
SD,Social Insurance Administration,231,"1,048,886",7,"26,277",236,238,"1,075,163"
SD,Solid Waste Management,0,0,0,0,0,0,0
SD,Sewerage,0,0,0,0,0,0,0
SD,Parks and Recreation,146,"690,091",25,"49,423",161,171,"739,514"
SD,Housing and Community Development,0,0,0,0,0,0,0
SD,Natural Resources,756,"3,771,355",339,"506,807",882,"1,095","4,278,162"
SD,Water Supply,0,0,0,0,0,0,0
SD,Electric Power,0,0,0,0,0,0,0
SD,Gas Supply,0,0,0,0,0,0,0
SD,Transit,0,0,0,0,0,0,0
SD,Education Total,"4,433","25,952,828","5,214","4,088,477","5,676","9,647","30,041,305"
SD,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
SD,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
SD,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
SD,Education - Higher Education Total,"4,124","24,242,393","5,178","4,045,488","5,346","9,302","28,287,881"
SD,Education - Higher Education Instructional,"1,417","11,103,333","1,483","2,280,145","1,915","2,900","13,383,478"
SD,Education - Higher Education Other,"2,707","13,139,060","3,695","1,765,343","3,431","6,402","14,904,403"
SD,Education - Other,309,"1,710,435",36,"42,989",330,345,"1,753,424"
SD,Libraries,0,0,0,0,0,0,0
SD,State liquor stores,0,0,0,0,0,0,0
SD,All other and unallocable,892,"5,331,550",44,"86,415",915,936,"5,417,965"
TN,Total - All Government Employment Functions,"71,121","410,187,204","25,223","29,390,641","79,354","96,344","439,577,845"
TN,Financial Administration,"4,380","26,861,428",96,"255,675","4,422","4,476","27,117,103"
TN,Other Government Administration,784,"4,858,019",12,"31,239",786,796,"4,889,258"
TN,Judicial and Legal,"2,965","20,902,684",55,"122,950","2,979","3,020","21,025,634"
TN,Police Protection Total,"2,066","11,930,155",32,"67,996","2,098","2,098","11,998,151"
TN,Police Protection - Persons with Power of Arrest,"1,539","9,308,754",0,0,"1,539","1,539","9,308,754"
TN,Police Protection - Other,527,"2,621,401",32,"67,996",559,559,"2,689,397"
TN,Fire Protection Total,0,0,0,0,0,0,0
TN,Fire Protection - Firefighters,0,0,0,0,0,0,0
TN,Fire Protection - Other,0,0,0,0,0,0,0
TN,Corrections,"5,612","28,908,147",142,"295,962","5,697","5,754","29,204,109"
TN,Highways,"3,730","19,255,887",19,"46,931","3,744","3,749","19,302,818"
TN,Air Transportation,0,0,0,0,0,0,0
TN,Sea and Inland Port Facilities,0,0,0,0,0,0,0
TN,Public Welfare,"7,237","36,819,665",77,"184,301","7,276","7,314","37,003,966"
TN,Health,"4,081","23,385,369",207,"577,625","4,208","4,288","23,962,994"
TN,Hospitals,"2,602","12,922,010",71,"216,006","2,658","2,673","13,138,016"
TN,Social Insurance Administration,657,"2,819,387",0,0,657,657,"2,819,387"
TN,Solid Waste Management,0,0,0,0,0,0,0
TN,Sewerage,0,0,0,0,0,0,0
TN,Parks and Recreation,976,"3,816,216",473,"525,735","1,199","1,449","4,341,951"
TN,Housing and Community Development,0,0,0,0,0,0,0
TN,Natural Resources,"3,460","18,567,719",429,"752,921","3,716","3,889","19,320,640"
TN,Water Supply,0,0,0,0,0,0,0
TN,Electric Power,0,0,0,0,0,0,0
TN,Gas Supply,0,0,0,0,0,0,0
TN,Transit,0,0,0,0,0,0,0
TN,Education Total,"29,449","181,976,481","23,438","25,929,877","36,729","52,887","207,906,358"
TN,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
TN,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
TN,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
TN,Education - Higher Education Total,"27,549","171,915,812","23,310","25,746,096","34,791","50,859","197,661,908"
TN,Education - Higher Education Instructional,"9,296","78,273,190","9,050","12,785,642","12,475","18,346","91,058,832"
TN,Education - Higher Education Other,"18,253","93,642,622","14,260","12,960,454","22,316","32,513","106,603,076"
TN,Education - Other,"1,900","10,060,669",128,"183,781","1,938","2,028","10,244,450"
TN,Libraries,62,"334,462",1,"2,514",62,63,"336,976"
TN,State liquor stores,0,0,0,0,0,0,0
TN,All other and unallocable,"3,060","16,829,575",171,"380,909","3,123","3,231","17,210,484"
TX,Total - All Government Employment Functions,"281,097","1,855,669,589","87,827","137,859,039","315,018","368,924","1,993,528,628"
TX,Financial Administration,"8,874","54,626,005",81,"235,745","8,917","8,955","54,861,750"
TX,Other Government Administration,"2,505","13,471,065",260,"434,715","2,604","2,765","13,905,780"
TX,Judicial and Legal,"5,427","37,187,892",188,"571,587","5,579","5,615","37,759,479"
TX,Police Protection Total,"7,455","63,142,695",30,"46,630","7,470","7,485","63,189,325"
TX,Police Protection - Persons with Power of Arrest,"4,045","44,895,464",0,0,"4,045","4,045","44,895,464"
TX,Police Protection - Other,"3,410","18,247,231",30,"46,630","3,425","3,440","18,293,861"
TX,Fire Protection Total,0,0,0,0,0,0,0
TX,Fire Protection - Firefighters,0,0,0,0,0,0,0
TX,Fire Protection - Other,0,0,0,0,0,0,0
TX,Corrections,"32,664","158,458,771","1,063","2,039,333","33,185","33,727","160,498,104"
TX,Highways,"13,268","73,166,509",376,"810,391","13,465","13,644","73,976,900"
TX,Air Transportation,0,0,0,0,0,0,0
TX,Sea and Inland Port Facilities,0,0,0,0,0,0,0
TX,Public Welfare,"23,744","117,043,736",40,"113,982","23,767","23,784","117,157,718"
TX,Health,"17,690","109,369,559",536,"1,955,931","18,029","18,226","111,325,490"
TX,Hospitals,"26,688","160,500,608","2,949","15,981,975","28,609","29,637","176,482,583"
TX,Social Insurance Administration,"4,508","20,104,995",28,"81,325","4,523","4,536","20,186,320"
TX,Solid Waste Management,0,0,0,0,0,0,0
TX,Sewerage,0,0,0,0,0,0,0
TX,Parks and Recreation,"1,237","5,822,677",61,"122,968","1,275","1,298","5,945,645"
TX,Housing and Community Development,0,0,0,0,0,0,0
TX,Natural Resources,"10,247","58,850,247","2,436","3,466,403","11,147","12,683","62,316,650"
TX,Water Supply,0,0,0,0,0,0,0
TX,Electric Power,0,0,0,0,0,0,0
TX,Gas Supply,0,0,0,0,0,0,0
TX,Transit,0,0,0,0,0,0,0
TX,Education Total,"119,071","939,310,263","79,595","111,591,634","148,637","198,666","1,050,901,897"
TX,Education - Elementary and Secondary Total,321,"1,461,680",45,"54,694",333,366,"1,516,374"
TX,Education - Elementary and Secondary Instructional,258,"1,171,945",30,"31,732",268,288,"1,203,677"
TX,Education - Elementary and Secondary Other,63,"289,735",15,"22,962",65,78,"312,697"
TX,Education - Higher Education Total,"116,310","921,324,559","79,167","110,089,390","145,623","195,477","1,031,413,949"
TX,Education - Higher Education Instructional,"33,321","404,455,272","29,983","66,009,467","44,807","63,304","470,464,739"
TX,Education - Higher Education Other,"82,989","516,869,287","49,184","44,079,923","100,816","132,173","560,949,210"
TX,Education - Other,"2,440","16,524,024",383,"1,447,550","2,681","2,823","17,971,574"
TX,Libraries,0,0,0,0,0,0,0
TX,State liquor stores,0,0,0,0,0,0,0
TX,All other and unallocable,"7,719","44,614,567",184,"406,420","7,811","7,903","45,020,987"
UT,Total - All Government Employment Functions,"59,881","405,021,743","30,719","46,106,161","69,441","90,600","451,127,904"
UT,Financial Administration,"2,432","15,547,832",91,"215,885","2,484","2,523","15,763,717"
UT,Other Government Administration,386,"2,895,274",83,"140,275",435,469,"3,035,549"
UT,Judicial and Legal,"1,635","10,985,742",119,"276,290","1,698","1,754","11,262,032"
UT,Police Protection Total,882,"6,175,599",60,"81,588",901,942,"6,257,187"
UT,Police Protection - Persons with Power of Arrest,474,"3,717,224",0,0,474,474,"3,717,224"
UT,Police Protection - Other,408,"2,458,375",60,"81,588",427,468,"2,539,963"
UT,Fire Protection Total,0,0,0,0,0,0,0
UT,Fire Protection - Firefighters,0,0,0,0,0,0,0
UT,Fire Protection - Other,0,0,0,0,0,0,0
UT,Corrections,"3,066","17,060,749",137,"207,070","3,130","3,203","17,267,819"
UT,Highways,"1,584","10,625,018",62,"155,401","1,623","1,646","10,780,419"
UT,Air Transportation,10,"73,603",1,"1,005",10,11,"74,608"
UT,Sea and Inland Port Facilities,0,0,0,0,0,0,0
UT,Public Welfare,"3,033","13,805,962",173,"375,605","3,140","3,206","14,181,567"
UT,Health,"2,699","14,776,192",365,"823,215","2,873","3,064","15,599,407"
UT,Hospitals,"11,783","72,521,266","1,941","4,734,239","12,468","13,724","77,255,505"
UT,Social Insurance Administration,834,"4,034,322",27,"73,269",852,861,"4,107,591"
UT,Solid Waste Management,0,0,0,0,0,0,0
UT,Sewerage,0,0,0,0,0,0,0
UT,Parks and Recreation,254,"1,320,726",132,"179,107",318,386,"1,499,833"
UT,Housing and Community Development,0,0,0,0,0,0,0
UT,Natural Resources,"1,447","7,828,189",297,"378,790","1,561","1,744","8,206,979"
UT,Water Supply,0,0,0,0,0,0,0
UT,Electric Power,0,0,0,0,0,0,0
UT,Gas Supply,0,0,0,0,0,0,0
UT,Transit,0,0,0,0,0,0,0
UT,Education Total,"27,703","215,489,408","26,677","37,651,862","35,580","54,380","253,141,270"
UT,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
UT,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
UT,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
UT,Education - Higher Education Total,"25,888","205,235,388","25,415","36,024,666","33,338","51,303","241,260,054"
UT,Education - Higher Education Instructional,"9,598","108,708,027","9,321","20,938,120","12,212","18,919","129,646,147"
UT,Education - Higher Education Other,"16,290","96,527,361","16,094","15,086,546","21,126","32,384","111,613,907"
UT,Education - Other,"1,815","10,254,020","1,262","1,627,196","2,242","3,077","11,881,216"
UT,Libraries,0,0,0,0,0,0,0
UT,State liquor stores,385,"1,431,228",334,"384,130",523,719,"1,815,358"
UT,All other and unallocable,"1,748","10,450,633",220,"428,430","1,845","1,968","10,879,063"
VT,Total - All Government Employment Functions,"12,609","85,611,715","3,497","8,937,323","13,639","16,106","94,549,038"
VT,Financial Administration,794,"5,500,643",45,"110,776",809,839,"5,611,419"
VT,Other Government Administration,509,"3,127,821",179,"592,550",533,688,"3,720,371"
VT,Judicial and Legal,731,"5,108,363",53,"198,476",740,784,"5,306,839"
VT,Police Protection Total,464,"3,815,038",33,"31,257",471,497,"3,846,295"
VT,Police Protection - Persons with Power of Arrest,280,"2,638,947",4,"7,114",281,284,"2,646,061"
VT,Police Protection - Other,184,"1,176,091",29,"24,143",190,213,"1,200,234"
VT,Fire Protection Total,0,0,0,0,0,0,0
VT,Fire Protection - Firefighters,0,0,0,0,0,0,0
VT,Fire Protection - Other,0,0,0,0,0,0,0
VT,Corrections,869,"6,813,432",12,"22,634",874,881,"6,836,066"
VT,Highways,975,"6,326,534",16,"14,476",978,991,"6,341,010"
VT,Air Transportation,0,0,0,0,0,0,0
VT,Sea and Inland Port Facilities,0,0,0,0,0,0,0
VT,Public Welfare,"1,393","8,199,877",143,"376,649","1,425","1,536","8,576,526"
VT,Health,578,"3,954,854",47,"151,655",586,625,"4,106,509"
VT,Hospitals,174,"1,230,044",10,"34,706",176,184,"1,264,750"
VT,Social Insurance Administration,219,"1,236,143",4,"5,211",220,223,"1,241,354"
VT,Solid Waste Management,0,0,0,0,0,0,0
VT,Sewerage,0,0,0,0,0,0,0
VT,Parks and Recreation,118,"687,653",10,"20,568",121,128,"708,221"
VT,Housing and Community Development,72,"361,065",5,"5,385",72,77,"366,450"
VT,Natural Resources,641,"4,150,914",35,"124,408",654,676,"4,275,322"
VT,Water Supply,0,0,0,0,0,0,0
VT,Electric Power,0,0,0,0,0,0,0
VT,Gas Supply,0,0,0,0,0,0,0
VT,Transit,0,0,0,0,0,0,0
VT,Education Total,"3,920","27,096,661","2,741","6,909,120","4,779","6,661","34,005,781"
VT,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
VT,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
VT,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
VT,Education - Higher Education Total,"3,598","24,984,015","2,730","6,877,532","4,450","6,328","31,861,547"
VT,Education - Higher Education Instructional,891,"9,868,977",845,"2,248,577","1,103","1,736","12,117,554"
VT,Education - Higher Education Other,"2,707","15,115,038","1,885","4,628,955","3,347","4,592","19,743,993"
VT,Education - Other,322,"2,112,646",11,"31,588",329,333,"2,144,234"
VT,Libraries,0,0,0,0,0,0,0
VT,State liquor stores,67,"399,422",5,"3,823",68,72,"403,245"
VT,All other and unallocable,"1,085","7,603,251",159,"335,629","1,133","1,244","7,938,880"
VA,Total - All Government Employment Functions,"111,881","712,416,782","51,283","83,463,019","128,660","163,164","795,879,801"
VA,Financial Administration,"4,231","24,289,713",441,"813,085","4,500","4,672","25,102,798"
VA,Other Government Administration,587,"4,386,786",289,"786,678",735,876,"5,173,464"
VA,Judicial and Legal,"3,848","22,712,644",324,"338,112","3,928","4,172","23,050,756"
VA,Police Protection Total,"3,093","18,075,936",180,"500,814","3,182","3,273","18,576,750"
VA,Police Protection - Persons with Power of Arrest,"2,293","14,363,055",59,"110,174","2,325","2,352","14,473,229"
VA,Police Protection - Other,800,"3,712,881",121,"390,640",857,921,"4,103,521"
VA,Fire Protection Total,0,0,0,0,0,0,0
VA,Fire Protection - Firefighters,0,0,0,0,0,0,0
VA,Fire Protection - Other,0,0,0,0,0,0,0
VA,Corrections,"11,970","59,665,115",664,"1,574,859","12,312","12,634","61,239,974"
VA,Highways,"7,411","46,008,422",434,"1,109,098","7,648","7,845","47,117,520"
VA,Air Transportation,0,0,0,0,0,0,0
VA,Sea and Inland Port Facilities,202,"1,729,028",0,0,202,202,"1,729,028"
VA,Public Welfare,"2,954","17,307,555",347,"896,459","3,124","3,301","18,204,014"
VA,Health,"6,616","37,630,442",298,"642,519","6,751","6,914","38,272,961"
VA,Hospitals,"11,681","64,635,707","1,608","4,442,431","12,244","13,289","69,078,138"
VA,Social Insurance Administration,"1,422","6,711,011",116,"219,726","1,486","1,538","6,930,737"
VA,Solid Waste Management,0,0,0,0,0,0,0
VA,Sewerage,0,0,0,0,0,0,0
VA,Parks and Recreation,771,"3,535,907",757,"850,260","1,083","1,528","4,386,167"
VA,Housing and Community Development,485,"4,320,966",14,"13,666",485,499,"4,334,632"
VA,Natural Resources,"2,208","14,508,871",689,"1,495,090","2,750","2,897","16,003,961"
VA,Water Supply,0,0,0,0,0,0,0
VA,Electric Power,0,0,0,0,0,0,0
VA,Gas Supply,0,0,0,0,0,0,0
VA,Transit,0,0,0,0,0,0,0
VA,Education Total,"49,364","356,075,624","41,775","65,001,280","61,727","91,139","421,076,904"
VA,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
VA,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
VA,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
VA,Education - Higher Education Total,"47,234","343,277,363","41,551","64,517,328","59,491","88,785","407,794,691"
VA,Education - Higher Education Instructional,"17,720","177,818,496","13,537","31,171,594","21,400","31,257","208,990,090"
VA,Education - Higher Education Other,"29,514","165,458,867","28,014","33,345,734","38,091","57,528","198,804,601"
VA,Education - Other,"2,130","12,798,261",224,"483,952","2,236","2,354","13,282,213"
VA,Libraries,0,0,0,0,0,0,0
VA,State liquor stores,"1,223","6,055,172","2,790","3,773,982","2,522","4,013","9,829,154"
VA,All other and unallocable,"3,815","24,767,883",557,"1,004,960","3,981","4,372","25,772,843"
WA,Total - All Government Employment Functions,"120,433","864,598,238","49,530","126,627,668","139,053","169,963","991,225,906"
WA,Financial Administration,"3,114","22,633,433",85,"394,412","3,163","3,199","23,027,845"
WA,Other Government Administration,"1,442","8,834,800",43,"163,956","1,471","1,485","8,998,756"
WA,Judicial and Legal,"2,609","20,653,311",58,"312,688","2,642","2,667","20,965,999"
WA,Police Protection Total,"2,067","17,063,899",53,"204,847","2,086","2,120","17,268,746"
WA,Police Protection - Persons with Power of Arrest,"1,081","10,785,633",30,"127,951","1,093","1,111","10,913,584"
WA,Police Protection - Other,986,"6,278,266",23,"76,896",993,"1,009","6,355,162"
WA,Fire Protection Total,0,0,0,0,0,0,0
WA,Fire Protection - Firefighters,0,0,0,0,0,0,0
WA,Fire Protection - Other,0,0,0,0,0,0,0
WA,Corrections,"8,865","60,411,604",84,"288,022","8,914","8,949","60,699,626"
WA,Highways,"6,872","50,319,889",246,"970,558","7,007","7,118","51,290,447"
WA,Air Transportation,0,0,0,0,0,0,0
WA,Sea and Inland Port Facilities,3,"22,896",0,0,3,3,"22,896"
WA,Public Welfare,"12,049","76,212,944",475,"1,431,885","12,311","12,524","77,644,829"
WA,Health,"9,730","61,873,535",439,"1,378,808","9,997","10,169","63,252,343"
WA,Hospitals,"12,650","96,769,027","7,084","42,889,903","16,123","19,734","139,658,930"
WA,Social Insurance Administration,"2,287","13,573,016",21,"81,702","2,300","2,308","13,654,718"
WA,Solid Waste Management,521,"3,534,412",50,"167,765",553,571,"3,702,177"
WA,Sewerage,0,0,0,0,0,0,0
WA,Parks and Recreation,756,"4,347,968",98,"249,003",808,854,"4,596,971"
WA,Housing and Community Development,78,"669,945",0,0,78,78,"669,945"
WA,Natural Resources,"4,948","28,794,587",169,"511,741","5,018","5,117","29,306,328"
WA,Water Supply,0,0,0,0,0,0,0
WA,Electric Power,0,0,0,0,0,0,0
WA,Gas Supply,0,0,0,0,0,0,0
WA,Transit,0,0,0,0,0,0,0
WA,Education Total,"44,752","349,002,693","40,473","77,091,725","58,812","85,225","426,094,418"
WA,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
WA,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
WA,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
WA,Education - Higher Education Total,"43,264","339,428,747","40,411","76,964,607","57,300","83,675","416,393,354"
WA,Education - Higher Education Instructional,"15,588","165,461,449","10,516","37,944,899","19,085","26,104","203,406,348"
WA,Education - Higher Education Other,"27,676","173,967,298","29,895","39,019,708","38,215","57,571","212,987,006"
WA,Education - Other,"1,488","9,573,946",62,"127,118","1,512","1,550","9,701,064"
WA,Libraries,0,0,0,0,0,0,0
WA,State liquor stores,368,"2,188,389",7,"21,381",372,375,"2,209,770"
WA,All other and unallocable,"7,322","47,691,890",145,"469,272","7,395","7,467","48,161,162"
WV,Total - All Government Employment Functions,"34,574","176,240,351","11,576","16,185,226","38,282","46,150","192,425,577"
WV,Financial Administration,"1,793","7,862,547",38,"65,944","1,810","1,831","7,928,491"
WV,Other Government Administration,266,"1,368,981",254,"801,711",402,520,"2,170,692"
WV,Judicial and Legal,"1,734","9,311,856",34,"66,360","1,756","1,768","9,378,216"
WV,Police Protection Total,969,"5,352,987",32,"59,077",981,"1,001","5,412,064"
WV,Police Protection - Persons with Power of Arrest,588,"4,312,924",0,0,588,588,"4,312,924"
WV,Police Protection - Other,381,"1,040,063",32,"59,077",393,413,"1,099,140"
WV,Fire Protection Total,0,0,0,0,0,0,0
WV,Fire Protection - Firefighters,0,0,0,0,0,0,0
WV,Fire Protection - Other,0,0,0,0,0,0,0
WV,Corrections,"2,791","11,865,751",1,"1,443","2,792","2,792","11,867,194"
WV,Highways,"5,277","23,589,265",88,"149,678","5,348","5,365","23,738,943"
WV,Air Transportation,0,0,0,0,0,0,0
WV,Sea and Inland Port Facilities,0,0,0,0,0,0,0
WV,Public Welfare,"3,060","11,977,923",81,"146,760","3,116","3,141","12,124,683"
WV,Health,884,"3,887,013",127,"383,518",936,"1,011","4,270,531"
WV,Hospitals,964,"3,832,038",103,"284,061","1,012","1,067","4,116,099"
WV,Social Insurance Administration,466,"1,859,961",35,"72,402",481,501,"1,932,363"
WV,Solid Waste Management,8,"38,109",4,600,8,12,"38,709"
WV,Sewerage,0,0,0,0,0,0,0
WV,Parks and Recreation,319,"1,005,858",591,"818,926",665,910,"1,824,784"
WV,Housing and Community Development,0,0,0,0,0,0,0
WV,Natural Resources,"1,565","7,211,988",263,"400,538","1,678","1,828","7,612,526"
WV,Water Supply,0,0,0,0,0,0,0
WV,Electric Power,0,0,0,0,0,0,0
WV,Gas Supply,0,0,0,0,0,0,0
WV,Transit,8,"44,203",0,0,8,8,"44,203"
WV,Education Total,"12,278","77,216,311","9,370","10,125,092","14,908","21,648","87,341,403"
WV,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
WV,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
WV,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
WV,Education - Higher Education Total,"11,131","71,075,821","9,210","9,819,580","13,689","20,341","80,895,401"
WV,Education - Higher Education Instructional,"4,417","33,567,342","3,302","5,904,358","5,233","7,719","39,471,700"
WV,Education - Higher Education Other,"6,714","37,508,479","5,908","3,915,222","8,456","12,622","41,423,701"
WV,Education - Other,"1,147","6,140,490",160,"305,512","1,219","1,307","6,446,002"
WV,Libraries,0,0,0,0,0,0,0
WV,State liquor stores,71,"247,482",0,0,71,71,"247,482"
WV,All other and unallocable,"2,121","9,568,078",555,"2,809,116","2,310","2,676","12,377,194"
WI,Total - All Government Employment Functions,"56,384","383,140,998","41,875","75,956,252","69,154","98,259","459,097,250"
WI,Financial Administration,"2,346","16,090,107",276,"873,074","2,529","2,622","16,963,181"
WI,Other Government Administration,816,"4,812,201",261,"823,361","1,007","1,077","5,635,562"
